mall,outlet,lot,status,myehalal_matches,cert_holder,directory_url
1 Utama Shopping Centre,Absolute Thai,LG351,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,AK Noodles House,LG121,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,ANTE,F346,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Baba Nyonya House,SK7A,certified,1,LOVE BABA NYONYA HOME AC SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,BANANABRO,LG221C,review,23,HTFU RESTAURANTS SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Bar B Q Plaza,F338A,review,173,APAH KA BAR ENTERPRISE,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Bask Bear Coffee,G218C,review,134,BB COFFEE SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,BHC CHICKEN,G601,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Black Canyon,LG323-LG323A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,BMS Organics,LG310,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Boat Noodle,LG321,certified,34,AROIVER BOAT NOODLE,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Bungkus Kaw Kaw,LGK105-LGK108,review,63,G&T BRAND SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Burger King,LG312,review,189,COSMO RESTAURANTS SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Canton-i,G208,review,6,PEAK KITCHEN SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Champignons Patisserie,SK107,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Chili's Grill & Bar,S310A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Chin Swee Vegeciting,LG609,review,1,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Cili Kampung,S313,certified,7,ASAM PEDAS CILI KAMPUNG ENTERPRISE,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,COFFEE MEETS PASTRY by ZUS,G601A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Come True Cafe,G315A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Cong Caphe,G130A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Dave's Bistro Bar & Grill,G209,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,De Irrfan's Cafe,LG312C,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Dragon-i,S313A,certified,1,DRAGON INN (1995),https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,DUA NASI KARI MALATANG,G621-G622,review,1,NASI KANDAR PELITA SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Empire Sushi,SK108,certified,159,EMPIRE SUSHI SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Esquire Kitchen,LG326,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Fei Fan Hotpot,S122,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Fish & Co,LG350,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Fong Lye,G316,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Food District,S346-S347,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,GIGI COFFEE,G129A,certified,54,GIGI COFFEE SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,GO Unique,LG308,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Hai Di Lao,G116-G117A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Hansang Korean Restaurant,LG615,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Hokkaido Sushi,S129,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Hong Kong Kim Gary Restaurant,F345A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Hotpot Kitchen,G355,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,House of Pok,S121B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,HWC Coffee,SK106,review,66,PALATERIUM SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,I'm Bagel,LGK102A-LGK103,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,India Gate Restaurant,LG337,certified,2,INDIA GATE CENTRE KITCHEN SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Ippudo,LG352,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Jardin Coffee & Tea,F101A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,JIPINHE SCONES 吉品合,LGK113A,certified,1,JIPINHE SCONES (MY) SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Johnny's Restaurant,G215-G216,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,K Fry,LG221A,review,23,K FRY KITCHENS SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KAKI 5,G628,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Kampung Dining Signature,LG612,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KENANGAN COFFEE,LGK101B,certified,123,KOPI KENANGAN SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Kenny Rogers Roasters,LG227,certified,21,BERJAYA ROASTERS (M) SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KFC,LG222,review,828,QSR STORES SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Ko Hyang,LG116,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KyoChon 1991,LG311,certified,11,KYOCHON SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,LAEM CHAROEN THAI SEAFOOD,LG223,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Little Cravings,LG320-LG320A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Little Nyonya,LG311C,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Long Jing 绿茶餐厅,G210B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,LOVNS,G316A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Lung Ngen Claypot Coffee,SK3,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Luretta DOP,G308A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Madam Kwan’s,G342-G343,review,17,SUEZ TOP VENTURES SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Makii Makii,F223B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Mak's Chee Authentic Wonton,LG311D,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Marco,G146,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,McDonald's,LG221,review,426,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Mee Tarik Faizal Kong,LG338,review,3,JJ FOOD & BEVERAGE GROUP SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Melaka Corner,LG123,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Menya Musashi,LG606,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,MODU,LG602,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Monster Curry & Cafe,S131,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Mr Fish Fish & Seafood Noodle,LG333A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,mr. Tuk Tuk,LG103A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,NAKNAK,LG345,review,12,K FRY KITCHENS SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Nam Heong Ipoh,LG221B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Nando's,F351,certified,94,NANDO'S CHICKENLAND MALAYSIA SENDIRIAN BERHAD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,NIPPORI,G207,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Noodle Shack,LG110C-LG111-LG112,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Nyonya Colors,FK106,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,One Piece Onigirazu,LGK111,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Oversea Restaurant,G218,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Paris Baguette,G139A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Park's Bagels,LG357-LG358,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,PASAR EATAI,G623-G624-G625,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,PENANG CHENDUL,LGK106-LGK115,review,10,DESSERT CAPTAIN SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,PETITE MAISON BOULANGERIE,G218D,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Pho Vietz,S312,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Porridge Time,LG113A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Pu Tien,G213A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Restaurant Pao Xiang Bah Kut Teh,LG311A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Restoran Peranakan Place,F221C,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Rich Kopitiam,LG603-LG603A,certified,2,RICH KOPITIAM WAY SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Robataya,G202-G203,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Rocku Yakiniku,F355-F356-F357,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Samtai YAMCH'A,LG122,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Secret Recipe,LG353-LG355,certified,342,SECRET RECIPE CAKES & CAFE SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Sekinchan Catch,LGK109,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,SHABU-YO,LG105-LG106,review,12,NIPPON SUSHI SHABUYAKI SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,SHIN JJAJANG. BUDAE JJIGAE,LG613A,review,1,CIDO DESIGN SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Since 1939,LG607,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Soup Restaurant,G210A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Starbucks,F352,certified,269,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Starbucks Reserve,G139B-G139D,certified,1,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Strangers,G360,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Stuff'd,LG328,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Subway,LG318A,review,101,PEGACORN SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Sushi King,LG322,certified,143,SUSHI KING (EAST MALAYSIA) SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,SUSHI ZANMAI,SK9A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,SUSHIRO,G343A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Sushiya,LG605,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Tai Er,G210C,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Tai Ho Jiak 台好甲,LG608,review,10,"COLUMBIA ASIA HOSPITAL, TAIPING",https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Tanyu Grilled Fish 探鱼烤鱼,F337-F338,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Teh Tarik Club,LG335,review,1,NSS GEMILANG RESOURCES,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Teh Tarik Nation,SK102,review,1,NSS GEMILANG RESOURCES,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Teo Chew Lor,LG113,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Teppanyaki,LG327,review,1,TRADEN VENTURES SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Texas Chicken,LG309A,certified,104,TEXAS CHICKEN (MALAYSIA) SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,TGI Fridays,G203A-G205-G206,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Thai Chicken Rice Station,LG325,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Thai Hou Sek,S132,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,The Chicken Rice Shop,G211,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,The Coffee Bean & Tea Leaf,G323C,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,The Fish Bowl,LG115,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Tim Hortons,LG349,review,9,MGCA CAFE MY SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,TOKYO SECRET,FK107,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Tonkatsu by Ma Maison,LG226,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,TOUS les JOURS Cafe,FK3,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,WANG DONKAS,LG616-LG617,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Wanhoi Noodle House 雲海,LG101A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,"Whisk, Outpost",G139,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,WOK HEY,LG210,review,4,WOK HEY SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Wong Kok Char Chan Teng,F225,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,WONJO BUANJIB,LG618-LG619-LG620,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,WPS Café,SK7,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,XIAO MAN DUMPLING,LG118,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Yakiniku Kuro,LG311B,certified,1,KURO YAKINIKU SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,YAT YAT SENG 日日升,G619-G620,review,9,YATIMAH BINTI MAT PIAH,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Yuan Room by Oriental Group,G309A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Yun Bridge Noodle,S130,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Yun Nans,G359,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Zus Coffee,SK9,review,823,ZUSPRESSO (M) SDN BHD (1340330-X),https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KOMUGI,LG209-LGK1A,review,13,MULTIPLE REWARD SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Lavender Bakery,G212,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Rotiboy Bakeshoppe,LG353A,certified,90,ROTIBOY BAKESHOPPE SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Sunmoulin,G201,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Verrona Hills Bread & Patisserie,LG333,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,AUNTEA JENNY,FK1C,review,20,SENJUN INDUSTRIAL SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Auntie Anne's,LGK3,review,19,CHRISNA JENIO SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Baskin Robbins,FK8,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Bee Cheng Hiang,LG210A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Beryl's,LG212,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,BEUTEA茶仙子,GK102,certified,35,BEUTEA HOLDING SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,BIBI'S POPIAH,LGK1B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Bisou,FK6,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Bo the Avocado,SK8,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Boost Juice,FK101,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Châteraisé,LG330,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Cheevit Cheeva,F336,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Chez Choux,LGK103A,certified,5,CHEZ CHOUX (M) SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Childhood,S128,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,CHIZU,SK2E-SK2F,review,1,DRINKS KINGDOM SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,CHUCHAT,LGK1C,review,1,JY SPRING DRINK SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Churros+,LG319A,review,8,CORNERY FNB SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,CINNABON,GK103,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Dunkin',LGK2A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Eggette Lab,LGK107,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Famous Amos,G145,certified,116,THE FAMOUS AMOS CHOCOLATE CHIP COOKIE CORPORATION (M) SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Frost n Bites,LGK5,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Garrett Popcorn Shops,LGK2,review,4,CARAMELCRISP MALAYSIA SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Gindaco,LGK102,review,4,LH VENTURE SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Gong Cha,GK111,review,25,TEAFE (M) SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Haagen Dazs,SK5,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,HEYTEA,LG313,certified,14,HEYTEA MALAYSIA SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,I Love Yoo,LG117,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,ILike& Yogurt in a Can,G218B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Inside Scoop,S203,certified,55,THE INSIDE SCOOP SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Jom Cha by Farm Fresh,FK109,certified,31,FARM FRESH JOMCHA SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Joymom's,LGK11,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Juice Works,FK3B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Jungle House,LG213,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KOI The,LG329,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KRISPY KREME DOUGHNUTS,LGK116C,certified,48,BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,KUMO KUMO KEJU,LG220,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,llaollao,SK106A,review,133,PETRA EMPIRE SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,LUCKY CUP,G626,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,MAHNAZ FOOD,LGK7,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Mayuri's Ipoh Murukku,LGK116A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Melvados™,LGK116B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Mil Toast,G613A-G613B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,MIXUE,G627,certified,251,MIXUE MALAYSIA SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,MMM CUBE BY LESIM,LGK116,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,MYEureka Snack Bar,SK2C,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Nadeje,GK101,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Nelson's,SK2D,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Oh Cha Matcha,LGK9,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,OLOIYA,LG313B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Patchi,G107,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Potato Corner,LGK113,review,17,ROCKS FOODS SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,ROYCE,G145A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Seaweed Club,LGK110,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,SHANTEA DESSERT,FK105A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Shihlin Taiwan Street Snacks,LG312A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Shojikiya (Second Floor),SK9AA,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,SS2 Goreng Pisang,LGK112,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Strudel Bakery House,LGK116D,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Tealive Plus,SK101,review,14,LOOB INTEGRATED SDN BHD,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,The Bretzel & Co,SK2B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,The Cocoa Trees,LGK6,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,The Ice Cream Bar,FK105B,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Ticco,GK105,certified,1,TICCO SUCCESS SDN. BHD.,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Yolé,GK112,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Yomaro Frozen Yogurt,FK5A,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Yong Sheng,LG215,uncertified,0,,https://www.1utama.com.my/mall-shop/
1 Utama Shopping Centre,Zhaoji Desserts,G213,uncertified,0,,https://www.1utama.com.my/mall-shop/
1Borneo Hypermall,GERID’S KITCHEN,C-109A,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,KFC,C-118,review,828,QSR STORES SDN BHD,https://1borneohypermall.com/directory/
1Borneo Hypermall,NUR BALQIS RESTAURANT,C-123 & C-135,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,KIMBAB,C-124 & C-133,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,BOMBAY BRIYANI HOUSE,C-128,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,MULTI BAKE,C-138,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,LUNA II,C-153 & C-153A,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,RAINBOW,C-200B,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,NASI KUKUS,C-212,certified,5,NASI KUKUS DADDY,https://1borneohypermall.com/directory/
1Borneo Hypermall,TOMYAM THAI,C-214A,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,MCDONALDS,C-218,review,26,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),https://1borneohypermall.com/directory/
1Borneo Hypermall,BIG APPLE,C-223 & C-224,certified,89,BIG APPLE INTERASIA SDN BHD,https://1borneohypermall.com/directory/
1Borneo Hypermall,AYAM PENYET RIA,C-227,review,1,RIGHT CORNER SDN. BHD.,https://1borneohypermall.com/directory/
1Borneo Hypermall,RESTORAN PESONA RASA,C-229,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,SUFIAN CAFÉ,C-309,uncertified,0,,https://1borneohypermall.com/directory/
1Borneo Hypermall,SUSHI KING,C-310 & C-311,certified,143,SUSHI KING (EAST MALAYSIA) SDN. BHD.,https://1borneohypermall.com/directory/
1Borneo Hypermall,THE CHICKEN RICE SHOP,C-312 & C-313,uncertified,0,,https://1borneohypermall.com/directory/
